V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Time,amount,is_fraud,user_id,device_id,location
0.5252353106002394,1.278084255098636,-0.9584274808099564,0.05790580404893894,-0.1882495880496182,-0.18527898574258864,-0.9281658590623604,-1.3729057389959585,-0.2214911775393361,0.887542021486509,1.078430163523576,-0.12786092310225497,-0.17897803351869765,-0.6319832208145227,1.3400151696400824,-1.039098971740766,-0.42809799463210324,1.3785219025520021,1.248600799747794,-1.3570381767368533,-1.636826425305466,-0.7509116491316767,-0.8454272267287803,0.4916728782477733,0.05856250726132138,0.2615519468694479,1.2100486030105986,0.10560082348250599,137944,2056.877297396527,0,779692f8,f210fa0e-a,New York
0.5419516636307945,-1.0182518892806853,1.1250863678834333,0.9420890943883486,0.29236770638677967,0.36283417616715896,0.21654949345487734,-0.5831090874446021,0.3235728952900726,2.149856672199179,0.1079250880320359,-1.6567930840498621,-0.0852765555401837,-0.32304199248446963,1.043349760037126,0.5805993733161304,0.8851963761382055,0.364889581164672,-1.4859432595114352,-0.05001316999662983,0.6287816024236904,-0.27636044976814206,-0.7841823778821594,-0.8612712716595671,-0.15410354168693832,-0.023678380996881233,-0.6847295781168942,0.08107892470197732,12126,53.490958560073686,0,2c636ffd,fc703cdb-c,San Francisco
-1.9724263136001015,0.37685672284937766,-0.0850357110474164,-1.4687754908699504,0.28114623910805003,1.5370266863264042,0.1336513594294814,1.0409379970179746,0.5847859977075014,-1.4647087570523916,0.28455329104799804,0.33733841576244544,-0.6260569833073772,0.11324202272457869,1.1209189378549618,0.5644512418055428,0.838782606380634,2.4462896658538367,1.035105471545464,0.15370562392072018,-0.30741248602407234,0.034197280953969775,-0.6175975391437581,0.9791767162472599,0.78235896067741,1.2584308439347218,-0.41992931506737086,-1.8694107164089968,37068,951.8840149707132,0,223ca6fd,e81a03ac-5,San Francisco
0.7843945780828901,0.2592095290718309,-0.218622752971927,1.0805924983846213,-0.1498494998036472,-0.8027584766358329,-0.30245589605291,2.3554600689557117,1.3206642727350042,-0.36484624645401337,1.0516584625298107,-0.43633145945051505,1.4327476903396916,0.3975808654538411,-0.007376205442265899,-0.2772736647031866,-0.6373086717690766,0.6470484464423608,-0.1119342176916803,0.761625270976244,-2.2681495449578652,1.1588593398873435,0.2600647829021674,-0.4521507540690636,-0.4400774285669616,-0.8299235757058301,1.1966740298462428,-0.5126452514337329,67967,1743.8131568177687,0,b4d3d72f,14519e2e-6,Berlin
0.27161141824145335,0.3432679656404677,-1.9484671783560288,0.5157393073602344,-0.23224349919812262,0.6573138524591886,0.49054570279078663,0.7436432341491269,-0.8777049630041225,0.6084471124458056,-0.6912920129997608,-0.6773425859490654,0.4048164326064697,-0.6227901103921071,-0.6226719561610188,0.5971735394576941,0.3794822592602917,-0.9065424925130717,-1.0342770341898089,-0.9561999898895563,-1.2412590675893749,1.5752265377457315,-0.2828415665093362,1.090904762244607,-0.7280662657627657,-0.15225723149399914,-0.11437457952844414,0.4975219494658164,6450,2829.1909259147037,0,2c09422c,17eabe04-5,Mumbai
1.1362145864773168,-1.2753438817967693,-0.19092031536095397,3.078209628028719,-0.35080280033335415,-1.534202408834337,-1.3521634427062574,-0.12318687325927746,-0.1206736026781104,0.4110755662019937,-0.9987739096931435,-2.7024030115428994,-1.940991925041147,-0.8972407850370576,-1.3922196955588415,0.8041623839337051,-0.9175005081314477,0.33693766636018174,-0.9657929496342135,0.12453129598692264,0.6737386756820202,0.20185526298735004,0.596267619627589,-0.8818445011214188,-1.2768830383117,1.3332213911451392,-0.5948780297737671,0.057905182550915875,78620,831.8919622616434,0,d6649582,276d881b-a,Berlin
-0.5554791553661741,-1.1452864418695965,-1.6587832398222024,1.8392126589719744,-0.7005729221537909,1.5342184719035268,-0.3184624125286389,-1.2554459284146264,-1.0982628765156086,0.45147122710645016,-0.9095649858385301,-1.0371372656006452,0.812683187671127,-0.815893324093747,-0.9709580339843795,0.8628585558503633,-1.2258377958334226,0.5076322055882894,-1.0370448329405144,-1.2755279292774349,-0.40762844237905527,-0.1928027530182066,-0.17877258353868636,-1.686779426849801,0.5064942198740793,-0.36433692599080836,-0.1723384656487892,-0.2966639462587328,108246,1974.491355761565,0,010c9019,c6839276-0,Sydney
0.7239126069845647,-0.932164900391539,1.4911628763993665,0.6017090943131282,-0.7116353858562188,-0.5712067031445973,0.4860315901760213,0.16970539529021308,2.02982340144057,0.20517646548984372,1.8630371489909887,-1.5503265583018027,-1.87551453294879,0.38977005562136774,0.45541044116674734,1.172136138672834,-0.406287876256632,2.3105065849317845,0.5572323972164908,-0.498862862959062,0.1440288245048897,0.3512662460313451,1.5745201412381282,0.6208325202092474,0.3477231692341893,0.41703186421993665,0.9990994524939174,2.0265234161877688,153531,1403.6920670760662,0,185f925d,4c6ec4d1-2,London
-2.255764987044451,0.5492548315321445,-1.7833118739466303,-0.07206482246034591,-2.1652572376812964,0.4740050089259156,0.9408496034186011,-0.7516973326449865,-2.550912325876239,0.46672742347208795,0.5197427187553812,-0.7462356517923687,-0.12083161334467465,-0.33140648537013173,-0.07726895563937927,-0.6762421351947576,0.4167452526847826,-1.3845936826229224,-1.1640020912989113,-0.4726893642964943,-1.436351744705767,0.16018330736351757,0.391041000199008,0.007581109176804111,1.9429162034318026,0.036038251792698275,-0.8008608373106482,-0.7719802485088978,115385,31.86627774978923,0,f83cd447,36b0d91f-9,London
-0.09122147238376291,-1.1657318609469838,-0.7177846363157597,-0.02589061055202816,-0.2615576599132116,-2.134905437815583,1.4049251779656085,0.7156681389304835,1.2670707192449038,-0.1668491009034968,-0.3640836085060111,-1.2358538892584894,-1.1586355236518526,0.8271860429855518,2.1352550974312763,1.2390667511424014,-0.827562997387941,0.05508223595696573,-0.7937137400851223,-0.9570610230043344,-0.9895558804822432,1.1833171493210772,1.1179246803679164,0.6295613768215261,0.3257763555348725,-0.8942071101548434,-0.4403868919107581,0.8847742964865623,92237,1801.4712261384236,0,0cb2d3cf,572ceb95-4,Sydney
